id_transaction,id_commande_anon,id_client,type_client,nouveau_ou_fidele,date_commande,wilaya,categorie_produit,produit,quantite,montant_da,moyen_paiement,statut_commande,produit_key
16465,17606,CLT_02068,B2C,New,2024-06-04,Alger,Électricité,Prise double avec terre DIAA Glass,2.0,1413.22,Paiement à la livraison,En livraison par NOEST,Prise double av
16479,12664,CLT_02433,B2C,New,2022-12-04,Alger,Non catégorisé,Moniteur 4 fils 7 pouces VFE03 - Blanc,1.0,15310.24,Paiement à la livraison,Retour NOEST,Moniteur 4 fils
16482,17680,CLT_01657,B2C,Returning,2024-06-14,Djelfa,Électricité,Lampe Led T (lumière blanche) - 20 watt,1.0,282.64,Paiement à la livraison,En livraison par NOEST,Lampe Led T (lu
16500,17594,CLT_01411,B2C,New,2024-06-03,Guelma,Sanitaire,Rallonge du conduit de fumée concentrique (1m) chauffe-eau 12L,1.0,1413.22,Paiement à la livraison,En livraison par NOEST,Rallonge du con
16525,17642,CLT_03812,B2C,Returning,2024-06-10,Mila,Sanitaire,Capteur chauffe eau à turbine,1.0,478.67,Paiement à la livraison,En livraison par NOEST,Capteur chauffe
16530,17669,CLT_03494,B2C,Returning,2024-06-13,Ouled Djellal,Électricité,Contacteur Électromagnétique ENC1 400V - 65A,2.0,10530.8,Paiement à la livraison,En livraison par NOEST,Contacteur Élec
16544,17673,CLT_03941,B2C,Returning,2024-06-13,Annaba,Sanitaire,Capteur de température ECS pour chauffe-eau à T° const,1.0,145.88,Paiement à la livraison,En livraison par NOEST,Capteur de temp
16570,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Prise avec terre DIAA Acrylique - Doré,3.0,1053.08,Paiement à la livraison,En livraison par NOEST,Prise avec terr
16584,17722,CLT_04048,B2C,Returning,2024-06-20,Tiaret,Électricité,Serrure électrique noir avec doigt de verrouillage,1.0,7749.94,Paiement à la livraison,En livraison par NOEST,Serrure électri
16597,12606,CLT_03413,B2C,New,2022-11-29,Mostaganem,Électricité,Cadre Appareillage Externe Quadrant DIAA - Doré,8.0,3172.92,Paiement à la livraison,Retour NOEST,Cadre Appareill
16620,17696,CLT_03775,B2C,Returning,2024-06-15,Batna,Sanitaire,Echangeur pour chauffe-eau à T° const WCT 12L,2.0,15126.07,Paiement à la livraison,En livraison par NOEST,Echangeur pour
16630,17693,CLT_02181,B2C,Returning,2024-06-15,Constantine,Électricité,Prise de protection réglable,33.0,35052.54,Paiement à la livraison,En livraison par NOEST,Prise de protec
16637,14600,CLT_00294,B2C,New,2023-07-26,Chlef,Électricité,Protecteur de tension et courant réglable triphasé domestique PTDR4-D 63A,1.0,4321.73,Paiement à la livraison,Retour NOEST,Protecteur de t
16655,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Prise double simple DIAA Acrylique - Bois,2.0,893.52,Paiement à la livraison,En livraison par NOEST,Prise double si
16688,15930,CLT_03080,B2C,Returning,2023-12-14,Tipaza,Électricité,Sonnette 2 fils avec lecteur RFID VFE09-C,1.0,13402.84,Paiement à la livraison,Retour NOEST,Sonnette 2 fils
16703,17551,CLT_03900,B2C,Returning,2024-05-30,Alger,Menuiserie,Poignée de Porte Intérieur Bermuda à Canon - Avec la porte,21.0,0.0,Paiement par chèque,En attente,Poignée de Port
16710,15252,CLT_01849,B2C,Returning,2023-10-13,Alger,Pièces de rechange pour S.A.V.,Vase d’expansion 8L,2.0,8807.58,Paiement à la livraison,Retour NOEST,Vase d’expansio
16794,14848,CLT_01188,B2C,New,2023-08-28,Alger,Électricité,Sonnette avec 2 boutons 4 fils VFE01B2,1.0,8834.94,Paiement à la livraison,Retour NOEST,Sonnette avec 2
16820,12611,CLT_02308,B2C,New,2022-11-30,Saïda,Sanitaire,Kit complet partie eau 10L,1.0,3920.56,Paiement à la livraison,Retour NOEST,Kit complet par
16841,14408,CLT_01036,B2C,New,2023-06-29,Souk Ahras,Sanitaire,Kit complet partie eau 10L,1.0,3920.56,Paiement à la livraison,Retour NOEST,Kit complet par
16868,17736,CLT_02337,B2C,Returning,2024-06-21,El Oued,Électricité,Prise avec terre Sabah,6.0,1242.63,Paiement à la livraison,En livraison par NOEST,Prise avec terr
16872,17540,CLT_00426,B2C,New,2024-05-26,Annaba,Électricité,Transformateur DC 15V/1A,1.0,834.26,Paiement à la livraison,En livraison par NOEST,Transformateur
16875,17331,CLT_03870,B2C,Returning,2024-05-03,Skikda,Sanitaire,Mitigeur SILK,1.0,6291.13,Paiement à la livraison,Retour NOEST,Mitigeur SILK
16904,17704,CLT_02123,B2C,New,2024-06-17,Tlemcen,Électricité,Portillon Electricité,1.0,1467.93,Paiement à la livraison,En livraison par NOEST,Portillon Elect
16955,14051,CLT_02030,B2C,New,2023-05-13,Mostaganem,Électricité,Interrupteur triple allumage NOOR,4.0,911.76,Paiement à la livraison,Retour NOEST,Interrupteur tr
16991,15457,CLT_03080,B2C,Returning,2023-11-05,Alger,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Noir,1.0,26440.98,Paiement à la livraison,Partiellement remboursée,Chauffe-eau à t
17030,17538,CLT_03701,B2C,Returning,2024-05-26,Alger,Sanitaire,Brûleur pour chauffe-eau à T° const WCT 12L,2.0,1367.64,Paiement à la livraison,En livraison par NOEST,Brûleur pour ch
17032,17579,CLT_00814,B2C,Returning,2024-06-01,Chlef,Électricité,Prise double avec terre NOOR,10.0,2780.86,Paiement à la livraison,En livraison par NOEST,Prise double av
17062,14876,CLT_03672,B2C,New,2023-08-31,Alger,Électricité,Prise satellite NOOR,2.0,392.06,Paiement à la livraison,Retour NOEST,Prise satellite
17074,17561,CLT_03959,B2C,New,2024-05-31,Bordj Bou Arreridj,Sanitaire,Chaudière SL-DL32,1.0,117616.78,Paiement à la livraison,En livraison par NOEST,Chaudière SL-DL
17083,17584,CLT_03780,B2C,Returning,2024-06-02,Tlemcen,Pièces de rechange pour S.A.V.,Capteur de température ECS 10kOhm,2.0,382.94,Paiement à la livraison,En livraison par NOEST,Capteur de temp
17102,17685,CLT_00043,B2C,New,2024-06-14,Béjaïa,Sanitaire,Chauffe-eau à température constante WCT-16L (Gaz Naturel) - Blanc,1.0,29176.26,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
17124,17696,CLT_03775,B2C,Returning,2024-06-15,Batna,Sanitaire,Carte de contrôle électronique pour chauffe-eau à T° const WCT 12L,2.0,4212.32,Paiement à la livraison,En livraison par NOEST,Carte de contrô
17147,17642,CLT_03812,B2C,Returning,2024-06-10,Mila,Sanitaire,Tube en silicone avec piège à condensat pour chauffe-eau à T° const,2.0,382.94,Paiement à la livraison,En livraison par NOEST,Tube en silicon
17159,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Interrupteur Double Allumage DIAA Glass Gris,1.0,437.64,Paiement à la livraison,En livraison par NOEST,Interrupteur Do
17167,15354,CLT_01394,B2C,Returning,2023-10-25,Mila,Pièces de rechange pour S.A.V.,Ventilateur 25W,1.0,3414.53,Paiement à la livraison,Partiellement remboursée,Ventilateur 25W
17176,17651,CLT_03673,B2C,Returning,2024-06-10,Batna,Électricité,Tableau de distribution 36 modules,1.0,3145.57,Paiement à la livraison,En livraison par NOEST,Tableau de dist
17181,14520,CLT_03080,B2C,Returning,2023-07-15,Tlemcen,Sanitaire,Echangeur 6L,1.0,7321.42,Paiement à la livraison,Retour NOEST,Echangeur 6L
17190,14870,CLT_02398,B2C,Returning,2023-08-31,Mostaganem,Électricité,Prise avec terre Adenium,44.0,7822.88,Paiement à la livraison,Partiellement remboursée,Prise avec terr
17210,17623,CLT_03968,B2C,New,2024-06-09,Jijel,Électricité,Interrupteur différentiel sensible 30mA IDE2.2P63,24.0,46827.89,Virement / Versement  bancaire,En livraison par NOEST,Interrupteur di
17238,17677,CLT_00191,B2C,New,2024-06-14,Adrar,Sanitaire,Robinet double raccord (G1/2),1.0,857.78,CIB / EDAHABIA,En livraison par NOEST,Robinet double
17244,17735,CLT_03837,B2C,Returning,2024-06-21,Alger,Sanitaire,Conduit de fumée concentrique (cheminée) pour chauffe eau à T° C,1.0,1458.81,Paiement à la livraison,En attente,Conduit de fumé
17252,16024,CLT_03080,B2C,Returning,2023-12-21,El Bayadh,Sanitaire,Chauffe-eau à température constante WCT-16L (Gaz Naturel) - Blanc,1.0,29104.27,Paiement à la livraison,Partiellement remboursée,Chauffe-eau à t
17259,17635,CLT_02980,B2C,Returning,2024-06-10,Blida,Sanitaire,Manomètre de pression d’eau 4 bar,1.0,966.46,Paiement à la livraison,En livraison par NOEST,Manomètre de pr
